recipe_id,name,category,cuisine,cooking_method,difficulty,prep_time_minutes,cook_time_minutes,total_time_minutes,servings,calories_per_serving,rating,ingredients,instructions,author,date_created,is_vegetarian,is_vegan,is_gluten_free,is_dairy_free,is_full_meal,is_lunch,is_dinner,is_sweet
71,Italian Lunch,Lunch,Italian,Frying,Easy,18,128,146,9,333,3.9,"butter, onion, pasta, vegetables",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Boil water and cook pasta according to package directions. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Phillip Velasquez,2024-04-24,True,True,False,True,True,True,True,False
72,Authentic French Dessert,Dessert,French,Boiling,Hard,52,36,88,1,282,4.5,"butter, oil, sugar, eggs, chocolate, fruits",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Amy Chen DDS,2025-09-11,True,True,False,False,False,False,False,True
73,Traditional Indian Dessert,Dessert,Indian,Boiling,Medium,28,100,128,10,765,3.7,"pepper, garlic, butter, cream, eggs, fruits",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jill Rodriguez,2024-08-08,True,False,True,False,True,True,False,True
74,Classic Middle Eastern Main Course,Main Course,Middle Eastern,Baking,Medium,39,30,69,12,341,4.9,"salt, oil, rice, fish, pasta, vegetables, beef, chicken",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jennifer Knight,2024-08-23,True,False,True,True,True,True,True,True
75,Traditional Mexican Main Course,Main Course,Mexican,Roasting,Medium,46,91,137,11,312,4.8,"onion, salt, vegetables, rice, beef, pasta, fish, chicken, lemon, tomatoes, spices",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Amber Reyes,2024-09-18,True,False,False,False,True,True,True,False
76,Classic Mexican Appetizer,Appetizer,Mexican,Baking,Medium,37,76,113,6,695,3.5,"garlic, dips, crackers, cheese, nuts, bread, olives, spices, tomatoes, lemon, mushrooms, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jordan Smith,2024-04-12,True,True,False,False,False,True,True,False
77,Authentic Thai Lunch,Lunch,Thai,Roasting,Easy,19,79,98,6,748,4.4,"pepper, rice, fish, vegetables, pasta, beef, chicken",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Nathan Gonzalez,2024-09-10,False,True,False,True,True,True,True,False
78,Italian Soup,Soup,Italian,Sautéing,Easy,48,99,147,9,258,3.3,"oil, onion, meat, grains, beans, broth, herbs",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Lee Powell,2025-01-18,False,True,False,False,False,True,True,False
79,Authentic Middle Eastern Salad,Salad,Middle Eastern,Frying,Hard,50,56,106,11,685,3.5,"pepper, oil, cucumbers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jonathan Baker,2025-04-02,True,True,True,True,False,True,True,False
80,Authentic Greek Main Course,Main Course,Greek,Steaming,Easy,14,153,167,5,682,4.7,"garlic, pepper, oil, fish, beef, pasta",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Boil water and cook pasta according to package directions. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Laura Bautista,2025-05-14,True,False,False,True,False,True,True,False
81,Classic Mediterranean Beverage,Beverage,Mediterranean,Raw,Hard,50,95,145,9,532,4.7,"onion, garlic, soda, tea, coffee, alcohol, juice, water, lemon, lime, mushrooms, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Andrew Atkinson,2024-02-04,False,False,False,False,False,False,True,False
82,Classic French Dessert,Dessert,French,Baking,Easy,60,132,192,6,476,4.2,"garlic, oil, butter, sugar, chocolate, fruits, cream",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jessica Rice,2025-04-27,False,False,True,True,True,True,True,True
83,Thai Main Course,Main Course,Thai,Steaming,Easy,12,34,46,11,298,4.6,"oil, vegetables, fish, chicken, beef, pasta, rice, potatoes, lime",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Christian Gregory,2024-04-04,False,True,False,False,True,True,True,True
84,Homestyle Vietnamese Salad,Salad,Vietnamese,Sautéing,Medium,22,39,61,3,192,4.3,"onion, lettuce, dressing, cucumbers, cheese, tomatoes",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jeffrey Bradley,2025-04-30,True,False,False,False,False,True,False,False
85,Vietnamese Dessert,Dessert,Vietnamese,Sautéing,Hard,47,21,68,10,306,3.7,"pepper, eggs, chocolate, flour, cream, sugar, fruits, potatoes, bell peppers, carrots, lemon, onions",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Richard Hart,2025-08-09,True,True,True,False,True,True,True,True
86,Authentic Indian Breakfast,Breakfast,Indian,Sautéing,Hard,45,151,196,2,441,3.8,"garlic, toast, milk, bacon, eggs, fruits, cereal, lime",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Mr. Thomas Burke,2024-12-10,False,False,True,False,True,False,True,True
87,Thai Soup,Soup,Thai,Steaming,Easy,44,61,105,5,302,4.4,"butter, pepper, broth, herbs, vegetables, grains, meat, beans, spices, lime, lemon, potatoes",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jeremy Wilson,2025-07-11,False,False,True,False,True,True,True,False
88,Authentic Thai Dinner,Dinner,Thai,Grilling,Easy,18,103,121,2,217,3.5,"salt, garlic, onion, fish, rice",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Darin Bennett,2025-09-22,True,True,False,True,True,False,True,False
89,Traditional Mediterranean Lunch,Lunch,Mediterranean,Raw,Easy,58,41,99,7,705,3.0,"pepper, butter, salt, fish, beef",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jeffrey Johnson,2024-06-25,False,True,False,False,True,True,False,False
90,Homestyle Italian Lunch,Lunch,Italian,Roasting,Medium,20,156,176,9,773,3.5,"butter, vegetables, rice, pasta, fish, beef",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,William Coleman,2025-09-03,False,False,False,False,True,True,True,False
91,Traditional French Dessert,Dessert,French,Slow Cooking,Hard,25,87,112,10,325,3.4,"oil, garlic, chocolate, cream, eggs, sugar, flour, fruits",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,James Torres,2024-09-03,False,False,True,True,True,True,True,True
92,Japanese Dinner,Dinner,Japanese,Frying,Easy,34,109,143,3,305,5.0,"butter, oil, garlic, pasta, rice",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Brian Mahoney,2024-02-27,True,True,False,True,True,False,True,True
93,Traditional Thai Breakfast,Breakfast,Thai,Baking,Medium,53,176,229,9,574,3.5,"butter, oil, salt, fruits, bacon, toast, eggs",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Isabella Adams,2024-05-13,False,False,False,False,False,True,False,False
94,Traditional Chinese Snack,Snack,Chinese,Grilling,Easy,28,177,205,10,157,3.9,"salt, vegetables, pasta, rice, chicken, fish, beef",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Brandon Rodriguez MD,2024-12-11,False,True,True,True,True,False,True,True
95,Authentic Italian Appetizer,Appetizer,Italian,Frying,Medium,39,94,133,8,344,3.9,"salt, dips, crackers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Benjamin Mueller MD,2023-12-19,True,False,True,False,False,True,True,False
96,Chinese Lunch,Lunch,Chinese,Baking,Medium,7,170,177,1,452,3.8,"onion, garlic, chicken",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Christine Blair,2024-03-29,False,False,False,False,True,True,True,False
97,Homestyle Middle Eastern Dinner,Dinner,Middle Eastern,Microwaving,Medium,41,125,166,9,665,3.5,"onion, garlic, oil, beef, rice",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Megan Perez,2024-05-26,True,False,True,False,False,True,True,True
